user_id,home_city,preferred_device,account_age_days,signup_date,ip_risk_band,baseline_tx_mean_gbp,baseline_tx_std_gbp,is_night_owl
U001244,Liverpool,desktop,315,2025-04-07,low,74.18,14.96,0
U001245,Glasgow,mobile,218,2025-07-13,low,42.97,9.54,0
U001246,London,mobile,399,2025-01-13,low,110.72,27.45,0
U001247,London,mobile,499,2024-10-05,low,185.65,45.34,0
U001248,Birmingham,desktop,152,2025-09-17,low,88.96,35.35,0
U001249,Glasgow,mobile,161,2025-09-08,low,211.56,55.26,0
U001250,Liverpool,mobile,121,2025-10-18,low,31.85,7.18,0
U001251,Leeds,mobile,850,2023-10-20,medium,39.06,12.08,0
U001252,London,mobile,298,2025-04-24,low,117.96,43.83,0
U001253,London,mobile,21,2026-01-26,medium,85.23,28.6,0
U001254,Edinburgh,mobile,496,2024-10-08,low,151.8,39.35,0
U001255,Leeds,mobile,163,2025-09-06,low,73.08,22.82,1
U001256,London,mobile,17,2026-01-30,low,45.72,15.68,0
U001257,Leeds,mobile,199,2025-08-01,low,65.53,22.65,0
U001258,London,mobile,134,2025-10-05,low,31.72,10.57,0
U001259,Glasgow,desktop,525,2024-09-09,low,39.62,14.82,0
U001260,London,mobile,57,2025-12-21,low,125.82,47.06,0
U001261,Liverpool,mobile,437,2024-12-06,low,119.11,37.61,1
U001262,London,mobile,203,2025-07-28,low,89.99,25.73,0
U001263,Leeds,mobile,14,2026-02-02,low,28.6,9.39,0
U001264,London,desktop,892,2023-09-08,low,60.51,22.01,0
U001265,London,mobile,179,2025-08-21,low,37.57,7.56,0
U001266,Manchester,mobile,85,2025-11-23,low,140.77,56.08,0
U001267,Leeds,mobile,158,2025-09-11,low,53.46,12.65,0
U001268,Glasgow,mobile,487,2024-10-17,low,40.56,11.93,0
U001269,London,mobile,90,2025-11-18,low,74.92,28.05,0
U001270,Edinburgh,mobile,53,2025-12-25,low,51.83,12.7,0
U001271,Birmingham,mobile,34,2026-01-13,medium,166.68,49.23,0
U001272,Liverpool,desktop,88,2025-11-20,low,49.2,11.14,0
U001273,London,mobile,378,2025-02-03,low,34.14,9.53,0
U001274,Leeds,desktop,159,2025-09-10,low,22.55,5.31,0
U001275,London,desktop,64,2025-12-14,low,72.46,19.76,1
U001276,London,desktop,45,2026-01-02,low,54.11,14.86,0
U001277,Norwich,mobile,101,2025-11-07,low,33.59,13.39,0
U001278,London,mobile,703,2024-03-15,low,141.75,56.55,0
U001279,Leeds,desktop,105,2025-11-03,low,106.38,23.72,0
U001280,Glasgow,mobile,1108,2023-02-04,low,72.56,25.05,0
U001281,Edinburgh,mobile,166,2025-09-03,low,156.08,32.83,0
U001282,Bristol,desktop,49,2025-12-29,low,106.1,21.86,0
U001283,London,desktop,554,2024-08-11,low,46.87,10.36,0
U001284,London,mobile,154,2025-09-15,low,41.61,16.36,0
U001285,Leeds,mobile,309,2025-04-13,low,115.57,44.86,1
U001286,London,mobile,1029,2023-04-24,low,91.65,21.89,0
U001287,Manchester,desktop,12,2026-02-04,low,80.91,18.8,0
U001288,London,desktop,25,2026-01-22,medium,46.27,11.48,0
U001289,London,mobile,318,2025-04-04,low,102.96,31.21,0
U001290,Manchester,mobile,82,2025-11-26,low,48.64,15.27,0
U001291,London,desktop,50,2025-12-28,low,69.68,17.02,0
U001292,Bristol,mobile,10,2026-02-06,low,163.34,57.38,0
U001293,Edinburgh,mobile,5,2026-02-11,low,51.24,13.42,0
U001294,Liverpool,tablet,372,2025-02-09,low,31.03,11.93,0
U001295,London,mobile,36,2026-01-11,high,41.31,13.69,0
U001296,London,mobile,157,2025-09-12,low,127.34,36.58,0
U001297,London,mobile,232,2025-06-29,low,84.78,30.35,0
U001298,Glasgow,mobile,139,2025-09-30,low,68.66,24.96,0
U001299,Edinburgh,desktop,6,2026-02-10,low,55.7,14.38,0
U001300,London,mobile,382,2025-01-30,low,96.25,25.79,0
U001301,Birmingham,tablet,2,2026-02-14,low,46.2,17.89,1
U001302,London,mobile,358,2025-02-23,low,87.19,20.31,1
U001303,Bristol,mobile,559,2024-08-06,medium,49.29,10.27,0
U001304,Edinburgh,mobile,141,2025-09-28,low,44.98,13.08,0
U001305,Birmingham,mobile,191,2025-08-09,medium,51.9,18.7,0
U001306,Leicester,mobile,162,2025-09-07,low,59.95,21.24,0
U001307,Liverpool,mobile,123,2025-10-16,low,71.75,27.54,0
U001308,London,mobile,546,2024-08-19,low,83.89,25.72,0
U001309,Birmingham,mobile,560,2024-08-05,low,9.69,2.13,0
U001310,London,desktop,102,2025-11-06,medium,47.27,15.02,0
U001311,Birmingham,mobile,238,2025-06-23,low,59.42,21.13,0
U001312,Bristol,desktop,654,2024-05-03,low,168.64,36.88,0
U001313,Birmingham,mobile,817,2023-11-22,low,40.69,9.54,0
U001314,Leeds,mobile,177,2025-08-23,low,80.6,16.32,0
U001315,Glasgow,mobile,150,2025-09-19,high,167.72,53.46,0
U001316,Bristol,mobile,81,2025-11-27,low,35.8,13.51,0
U001317,Leicester,mobile,797,2023-12-12,low,91.53,30.58,0
U001318,London,desktop,38,2026-01-09,low,47.41,18.79,0
U001319,London,desktop,216,2025-07-15,medium,55.84,11.87,0
U001320,London,mobile,83,2025-11-25,low,47.38,18.03,0
U001321,London,mobile,81,2025-11-27,low,49.28,17.88,0
U001322,Birmingham,desktop,129,2025-10-10,low,329.33,86.56,0
U001323,London,mobile,1679,2021-07-13,low,117.27,46.29,0
U001324,Cambridge,desktop,14,2026-02-02,low,135.09,34.8,0
U001325,London,desktop,216,2025-07-15,low,96.6,36.5,0
U001326,London,desktop,21,2026-01-26,low,30.46,11.46,0
U001327,Liverpool,mobile,41,2026-01-06,low,91.58,32.19,1
U001328,Edinburgh,mobile,144,2025-09-25,low,132.97,41.58,0
U001329,Leeds,mobile,178,2025-08-22,low,46.09,10.32,0
U001330,Bristol,mobile,74,2025-12-04,low,125.33,38.4,1
U001331,Leicester,desktop,95,2025-11-13,low,108.57,29.46,0
U001332,London,mobile,22,2026-01-25,medium,204.1,73.16,0
U001333,Norwich,mobile,90,2025-11-18,low,58.57,20.59,0
U001334,Cambridge,desktop,849,2023-10-21,low,40.3,15.4,0
U001335,Edinburgh,desktop,723,2024-02-24,low,60.41,12.26,0
U001336,London,desktop,101,2025-11-07,low,162.32,58.73,0
U001337,Edinburgh,desktop,211,2025-07-20,low,26.96,10.45,0
U001338,London,mobile,600,2024-06-26,low,23.63,8.46,0
U001339,London,mobile,1,2026-02-15,low,77.41,17.5,0
U001340,London,desktop,416,2024-12-27,medium,57.78,12.49,0
U001341,Leeds,mobile,740,2024-02-07,low,74.01,15.11,0
U001342,Birmingham,mobile,23,2026-01-24,low,123.96,40.38,0
U001343,Leicester,mobile,44,2026-01-03,low,54.38,17.73,0
U001344,Leicester,mobile,809,2023-11-30,low,26.31,10.45,0
U001345,Leeds,desktop,192,2025-08-08,low,226.89,63.44,0
U001346,London,mobile,3,2026-02-13,low,42.59,11.34,0
U001347,Manchester,mobile,74,2025-12-04,low,41.16,13.37,0
U001348,Norwich,mobile,149,2025-09-20,low,135.24,49.38,0
U001349,London,mobile,295,2025-04-27,medium,59.65,23.11,1
U001350,Birmingham,mobile,330,2025-03-23,low,71.17,25.67,0
U001351,Bristol,mobile,1346,2022-06-11,low,96.11,27.42,0
U001352,Leeds,desktop,84,2025-11-24,low,133.75,43.73,0
U001353,Leicester,mobile,193,2025-08-07,low,61.35,22.78,0
U001354,Leeds,mobile,190,2025-08-10,low,170.03,50.69,0
U001355,Birmingham,mobile,130,2025-10-09,low,22.77,5.54,0
U001356,Birmingham,mobile,46,2026-01-01,high,111.93,26.19,0
U001357,Leeds,mobile,948,2023-07-14,medium,46.44,9.29,1
U001358,London,desktop,479,2024-10-25,low,156.77,53.87,0
U001359,Glasgow,mobile,172,2025-08-28,low,79.69,17.71,0
U001360,Birmingham,desktop,231,2025-06-30,low,50.9,12.66,0
U001361,London,mobile,64,2025-12-14,low,106.12,27.55,1
U001362,Glasgow,mobile,196,2025-08-04,low,120.45,37.59,0
U001363,Glasgow,mobile,296,2025-04-26,low,104.9,29.33,0
U001364,Leicester,desktop,180,2025-08-20,low,41.83,14.01,0
U001365,London,mobile,1158,2022-12-16,low,56.47,11.92,0
U001366,Leicester,mobile,236,2025-06-25,low,73.53,16.53,0
U001367,Birmingham,mobile,115,2025-10-24,low,72.05,21.6,0
U001368,London,mobile,369,2025-02-12,low,111.31,29.76,0
U001369,London,mobile,46,2026-01-01,medium,24.33,6.31,0
U001370,Cambridge,mobile,121,2025-10-18,low,88.58,18.9,0
U001371,London,mobile,106,2025-11-02,low,62.83,23.82,0
U001372,Birmingham,mobile,141,2025-09-28,low,46.47,15.72,0
U001373,Leeds,mobile,380,2025-02-01,low,48.99,10.99,0
U001374,London,desktop,165,2025-09-04,low,65.5,13.95,0
U001375,Birmingham,desktop,394,2025-01-18,low,10.17,4.02,0
U001376,Leeds,desktop,214,2025-07-17,low,50.11,16.85,0
U001377,Leeds,mobile,104,2025-11-04,low,45.53,12.91,0
U001378,Manchester,mobile,415,2024-12-28,low,98.79,33.62,0
U001379,Glasgow,mobile,68,2025-12-10,low,47.32,16.62,0
U001380,London,mobile,63,2025-12-15,low,65.48,23.31,0
U001381,Manchester,mobile,175,2025-08-25,low,172.13,50.88,1
U001382,Cambridge,mobile,75,2025-12-03,high,127.34,36.42,0
U001383,London,mobile,2,2026-02-14,low,121.06,24.48,0
U001384,Edinburgh,mobile,261,2025-05-31,low,55.98,21.57,0
U001385,London,desktop,178,2025-08-22,low,99.35,31.86,0
U001386,Liverpool,mobile,147,2025-09-22,low,64.8,15.59,0
U001387,London,mobile,852,2023-10-18,medium,66.16,25.4,0
U001388,Cambridge,mobile,211,2025-07-20,low,92.33,35.36,0
U001389,Leeds,mobile,497,2024-10-07,low,53.07,21.11,0
U001390,London,mobile,37,2026-01-10,low,167.53,62.79,0
U001391,London,desktop,210,2025-07-21,low,67.49,26.96,0
U001392,London,desktop,506,2024-09-28,low,103.55,25.78,0
U001393,Leeds,mobile,218,2025-07-13,low,164.12,60.47,0
U001394,London,desktop,316,2025-04-06,low,129.98,47.39,0
U001395,Birmingham,tablet,116,2025-10-23,low,33.96,8.36,1
U001396,Leeds,desktop,24,2026-01-23,low,94.13,20.68,0
U001397,London,desktop,153,2025-09-16,medium,117.67,46.58,0
U001398,Glasgow,mobile,125,2025-10-14,low,120.36,31.2,0
U001399,Edinburgh,mobile,504,2024-09-30,low,39.95,14.95,0
U001400,London,mobile,69,2025-12-09,low,51.35,10.31,1
U001401,London,mobile,850,2023-10-20,low,127.36,26.01,1
U001402,London,tablet,793,2023-12-16,low,48.47,14.21,0
U001403,Leicester,mobile,71,2025-12-07,low,62.5,15.48,0
U001404,Edinburgh,desktop,106,2025-11-02,low,175.34,59.26,0
U001405,Leeds,desktop,564,2024-08-01,low,71.79,22.48,0
U001406,Birmingham,desktop,849,2023-10-21,low,49.42,10.65,1
U001407,Liverpool,tablet,146,2025-09-23,medium,45.48,10.58,0
U001408,Glasgow,mobile,96,2025-11-12,low,88.5,24.57,0
U001409,Birmingham,mobile,186,2025-08-14,low,35.4,8.39,0
U001410,London,mobile,291,2025-05-01,low,64.33,23.06,0
U001411,London,mobile,79,2025-11-29,low,88.52,25.07,0
U001412,London,mobile,333,2025-03-20,low,150.59,32.93,0
U001413,London,mobile,13,2026-02-03,medium,106.39,31.59,0
U001414,Bristol,desktop,12,2026-02-04,low,49.76,10.86,0
U001415,Birmingham,mobile,122,2025-10-17,low,140.91,31.82,0
U001416,London,mobile,109,2025-10-30,low,62.51,15.5,1
U001417,London,mobile,94,2025-11-14,low,37.35,13.89,0
U001418,Leeds,mobile,168,2025-09-01,low,67.05,25.81,0
U001419,Birmingham,mobile,96,2025-11-12,low,162.55,59.37,0
U001420,London,desktop,53,2025-12-25,low,80.71,21.54,1
U001421,Leeds,mobile,92,2025-11-16,low,74.21,18.89,0
U001422,London,desktop,921,2023-08-10,low,181.36,56.19,0
U001423,London,mobile,132,2025-10-07,low,33.54,11.55,0
U001424,Norwich,desktop,147,2025-09-22,low,36.34,14.49,0
U001425,Cambridge,mobile,214,2025-07-17,low,30.3,6.86,0
U001426,London,mobile,1023,2023-04-30,low,90.46,18.98,0
U001427,Birmingham,mobile,69,2025-12-09,low,80.77,27.37,0
U001428,Glasgow,desktop,285,2025-05-07,low,172.17,63.09,0
U001429,Birmingham,mobile,314,2025-04-08,low,84.26,31.11,0
U001430,Leeds,mobile,233,2025-06-28,low,59.01,19.81,1
U001431,Leeds,tablet,23,2026-01-24,low,73.77,28.83,0
U001432,Leeds,desktop,282,2025-05-10,low,78.63,23.76,0
U001433,Edinburgh,mobile,16,2026-01-31,low,29.39,11.25,0
U001434,London,desktop,226,2025-07-05,low,327.24,128.79,0
U001435,London,mobile,336,2025-03-17,medium,98.09,36.24,0
U001436,London,mobile,59,2025-12-19,low,82.72,21.67,0
U001437,Edinburgh,mobile,460,2024-11-13,low,103.37,24.73,1
U001438,London,desktop,7,2026-02-09,low,108.87,33.71,0
U001439,Edinburgh,desktop,464,2024-11-09,low,68.22,19.82,0
U001440,Cambridge,mobile,154,2025-09-15,low,52.08,19.56,0
U001441,London,mobile,61,2025-12-17,low,102.48,22.55,0
U001442,Edinburgh,mobile,35,2026-01-12,low,91.12,22.92,0
U001443,Leeds,tablet,766,2024-01-12,low,47.21,16.54,0
U001444,Birmingham,tablet,18,2026-01-29,low,160.85,35.23,0
U001445,London,mobile,55,2025-12-23,low,86.6,22.88,0
U001446,Edinburgh,desktop,106,2025-11-02,low,110.1,30.55,0
U001447,Birmingham,desktop,242,2025-06-19,low,158.47,51.43,0
U001448,Birmingham,mobile,196,2025-08-04,low,74.59,17.28,0
U001449,Edinburgh,mobile,33,2026-01-14,low,87.74,32.65,0
U001450,Leeds,mobile,85,2025-11-23,low,115.07,33.31,0
U001451,Glasgow,mobile,68,2025-12-10,low,49.47,18.97,0
U001452,Birmingham,mobile,60,2025-12-18,low,75.92,22.29,1
U001453,Bristol,mobile,132,2025-10-07,low,78.97,20.14,0
U001454,London,desktop,304,2025-04-18,low,43.56,9.95,1
U001455,Birmingham,mobile,61,2025-12-17,high,263.67,52.93,0
U001456,Edinburgh,mobile,114,2025-10-25,low,33.99,10.41,0
U001457,Edinburgh,mobile,123,2025-10-16,low,36.09,7.99,0
U001458,London,mobile,937,2023-07-25,low,151.84,42.26,0
U001459,Edinburgh,mobile,773,2024-01-05,low,109.1,34.68,0
U001460,Manchester,mobile,402,2025-01-10,low,41.92,10.69,1
U001461,Edinburgh,mobile,69,2025-12-09,low,102.93,24.19,0
U001462,London,mobile,17,2026-01-30,medium,165.23,58.65,1
U001463,Edinburgh,mobile,95,2025-11-13,low,72.48,28.22,1
U001464,Norwich,mobile,77,2025-12-01,low,307.77,67.74,1
U001465,London,desktop,176,2025-08-24,low,28.55,6.6,0
U001466,Cambridge,mobile,375,2025-02-06,low,107.94,42.31,0
U001467,Manchester,mobile,488,2024-10-16,low,139.99,29.06,0
U001468,Birmingham,desktop,465,2024-11-08,low,120.33,47.59,0
U001469,Liverpool,mobile,111,2025-10-28,low,65.86,13.23,0
U001470,Bristol,mobile,290,2025-05-02,low,62.82,23.54,0
U001471,Leicester,desktop,93,2025-11-15,low,94.09,24.6,0
U001472,Birmingham,mobile,15,2026-02-01,medium,115.43,44.75,0
U001473,Manchester,mobile,302,2025-04-20,low,102.65,27.04,0
U001474,London,desktop,2,2026-02-14,low,130.59,43.21,1
U001475,Edinburgh,desktop,131,2025-10-08,low,42.08,9.09,1
U001476,Liverpool,tablet,99,2025-11-09,low,65.02,16.16,0
U001477,Liverpool,mobile,295,2025-04-27,low,43.95,15.59,0
U001478,Liverpool,mobile,363,2025-02-18,low,59.6,18.22,0
U001479,Leeds,mobile,90,2025-11-18,low,128.81,49.67,0
U001480,Birmingham,mobile,417,2024-12-26,low,78.21,22.35,0
U001481,London,mobile,87,2025-11-21,low,309.13,115.6,0
U001482,Bristol,mobile,147,2025-09-22,low,81.97,23.75,0
U001483,London,desktop,324,2025-03-29,low,76.16,30.15,0
U001484,London,mobile,295,2025-04-27,low,78.13,30.63,0
U001485,Manchester,mobile,1092,2023-02-20,low,51.89,13.79,0
U001486,Manchester,mobile,63,2025-12-15,low,71.39,26.93,0
U001487,Edinburgh,mobile,271,2025-05-21,medium,137.04,50.64,0
U001488,Manchester,mobile,235,2025-06-26,low,78.47,19.0,0
U001489,Leeds,mobile,616,2024-06-10,low,47.64,15.48,0
U001490,London,mobile,42,2026-01-05,low,44.31,9.51,0
U001491,Manchester,mobile,348,2025-03-05,low,57.53,21.13,1
U001492,London,desktop,209,2025-07-22,low,76.76,18.03,0
U001493,London,desktop,80,2025-11-28,low,142.09,30.43,0
U001494,Glasgow,mobile,160,2025-09-09,low,35.26,9.87,0
U001495,Edinburgh,mobile,101,2025-11-07,low,61.81,19.49,0
U001496,Glasgow,desktop,216,2025-07-15,low,79.79,29.6,0
U001497,Leeds,desktop,549,2024-08-16,low,26.88,10.61,0
U001498,Manchester,mobile,210,2025-07-21,low,46.6,13.42,0
U001499,Birmingham,desktop,249,2025-06-12,low,50.71,10.75,0
U001500,Leeds,mobile,182,2025-08-18,low,47.57,16.64,0
U001501,Leeds,desktop,13,2026-02-03,medium,81.9,25.64,1
U001502,London,tablet,66,2025-12-12,low,67.47,19.54,1
U001503,London,mobile,169,2025-08-31,low,54.3,14.22,1
U001504,Manchester,desktop,92,2025-11-16,low,93.26,28.02,0
U001505,Manchester,mobile,50,2025-12-28,medium,190.13,50.9,0
U001506,Glasgow,tablet,175,2025-08-25,low,181.56,63.8,0
U001507,Bristol,mobile,97,2025-11-11,low,25.6,7.9,0
U001508,Glasgow,desktop,74,2025-12-04,low,101.23,38.0,0
U001509,Liverpool,mobile,155,2025-09-14,medium,66.83,20.63,0
U001510,Birmingham,mobile,35,2026-01-12,medium,80.27,19.88,0
U001511,Leicester,mobile,656,2024-05-01,high,59.2,21.92,0
U001512,Birmingham,tablet,505,2024-09-29,low,78.62,24.49,0
U001513,London,desktop,307,2025-04-15,low,80.1,19.33,0
U001514,London,desktop,28,2026-01-19,low,53.6,17.4,1
U001515,London,desktop,373,2025-02-08,low,45.02,12.22,0
U001516,Glasgow,mobile,412,2024-12-31,low,57.58,21.24,0
U001517,Birmingham,mobile,365,2025-02-16,low,83.83,24.37,1
U001518,London,mobile,30,2026-01-17,low,102.46,35.38,0
U001519,Birmingham,mobile,258,2025-06-03,low,117.84,25.82,0
U001520,London,mobile,449,2024-11-24,low,56.16,15.68,1
U001521,Birmingham,mobile,215,2025-07-16,low,86.15,34.17,0
U001522,Manchester,mobile,259,2025-06-02,low,125.13,45.26,0
U001523,London,mobile,153,2025-09-16,low,139.92,32.46,1
U001524,Leeds,mobile,188,2025-08-12,low,71.35,18.23,0
U001525,London,mobile,8,2026-02-08,low,65.27,17.36,0
U001526,London,tablet,254,2025-06-07,low,81.87,27.02,0
U001527,London,desktop,21,2026-01-26,low,39.16,13.76,0
U001528,Liverpool,tablet,142,2025-09-27,low,66.26,23.18,0
U001529,Bristol,mobile,86,2025-11-22,low,111.0,33.52,0
U001530,London,mobile,197,2025-08-03,low,104.91,37.99,0
U001531,Glasgow,desktop,35,2026-01-12,low,63.52,18.26,0
U001532,Leicester,mobile,294,2025-04-28,low,83.08,18.67,0
U001533,London,mobile,396,2025-01-16,low,46.83,14.65,0
U001534,Manchester,mobile,44,2026-01-03,medium,108.52,42.37,0
U001535,London,mobile,27,2026-01-20,low,70.61,25.32,0
U001536,London,mobile,39,2026-01-08,low,63.32,19.99,0
U001537,Edinburgh,mobile,524,2024-09-10,low,60.4,19.89,0
U001538,London,mobile,187,2025-08-13,low,71.19,27.49,0
U001539,Bristol,mobile,157,2025-09-12,low,57.61,16.46,0
U001540,Edinburgh,mobile,28,2026-01-19,low,105.85,28.18,0
U001541,London,desktop,262,2025-05-30,low,59.3,23.45,0
U001542,Bristol,mobile,506,2024-09-28,low,177.0,65.96,0
U001543,London,mobile,440,2024-12-03,high,164.99,43.66,0
U001544,Cambridge,desktop,245,2025-06-16,low,45.13,13.21,0
U001545,Leeds,mobile,19,2026-01-28,low,76.58,21.67,0
U001546,Liverpool,mobile,29,2026-01-18,low,51.53,11.84,0
U001547,Bristol,mobile,12,2026-02-04,low,61.58,24.11,0
U001548,London,mobile,74,2025-12-04,low,221.7,62.27,0
U001549,Glasgow,mobile,36,2026-01-11,low,62.23,23.34,0
U001550,Birmingham,desktop,75,2025-12-03,medium,89.85,21.37,0
U001551,Glasgow,mobile,121,2025-10-18,low,99.26,30.73,0
U001552,Birmingham,mobile,716,2024-03-02,low,42.51,8.7,0
U001553,Birmingham,mobile,235,2025-06-26,low,46.05,16.25,0
U001554,London,mobile,450,2024-11-23,low,37.97,12.0,0
U001555,London,mobile,309,2025-04-13,low,45.27,14.72,0
U001556,Glasgow,mobile,29,2026-01-18,low,15.37,3.23,0
U001557,Manchester,mobile,332,2025-03-21,low,99.44,24.08,0
U001558,Birmingham,mobile,80,2025-11-28,low,228.11,49.01,0
U001559,Birmingham,mobile,254,2025-06-07,low,79.94,20.61,0
U001560,Manchester,mobile,104,2025-11-04,low,33.82,11.01,0
U001561,London,desktop,1515,2021-12-24,low,51.75,16.21,0
U001562,Liverpool,mobile,76,2025-12-02,low,57.26,18.46,1
U001563,London,mobile,81,2025-11-27,low,42.11,13.05,0
U001564,Birmingham,mobile,667,2024-04-20,low,118.29,30.12,0
U001565,Leeds,desktop,6,2026-02-10,medium,115.08,28.64,0
U001566,Edinburgh,mobile,298,2025-04-24,medium,39.04,8.88,0
U001567,London,mobile,323,2025-03-30,low,109.81,40.61,0
U001568,Glasgow,desktop,452,2024-11-21,low,170.67,55.18,0
U001569,Leeds,desktop,916,2023-08-15,low,209.85,49.8,0
U001570,Glasgow,mobile,928,2023-08-03,low,356.33,83.9,0
U001571,London,mobile,16,2026-01-31,low,44.88,16.81,0
U001572,Leicester,desktop,431,2024-12-12,low,348.39,121.43,0
U001573,Birmingham,tablet,259,2025-06-02,low,60.65,20.13,0
U001574,London,desktop,260,2025-06-01,low,53.2,14.97,0
U001575,London,mobile,34,2026-01-13,low,88.22,22.27,0
U001576,London,mobile,262,2025-05-30,low,53.51,21.18,0
U001577,Glasgow,mobile,1011,2023-05-12,low,91.79,32.99,0
U001578,Glasgow,desktop,607,2024-06-19,medium,35.66,9.28,0
U001579,Bristol,mobile,144,2025-09-25,low,64.63,23.88,0
U001580,London,mobile,10,2026-02-06,low,149.47,52.58,0
U001581,Manchester,desktop,112,2025-10-27,low,71.42,18.53,0
U001582,Glasgow,mobile,437,2024-12-06,low,79.67,22.73,0
U001583,Leeds,desktop,302,2025-04-20,low,95.72,22.7,1
U001584,Norwich,mobile,153,2025-09-16,low,140.31,31.18,0
U001585,London,mobile,14,2026-02-02,low,29.65,10.22,0
U001586,Edinburgh,mobile,139,2025-09-30,low,101.65,25.77,0
U001587,Manchester,desktop,158,2025-09-11,low,63.59,23.15,0
U001588,Leeds,mobile,659,2024-04-28,low,80.77,32.24,0
U001589,Leicester,mobile,256,2025-06-05,low,132.02,28.43,0
U001590,Edinburgh,tablet,93,2025-11-15,low,38.21,11.26,0
U001591,Norwich,mobile,186,2025-08-14,low,42.23,15.22,1
U001592,London,mobile,17,2026-01-30,low,25.42,9.09,0
U001593,London,mobile,899,2023-09-01,medium,54.49,19.18,1
U001594,Leicester,mobile,111,2025-10-28,low,153.2,41.33,0
U001595,Bristol,mobile,162,2025-09-07,high,68.97,20.05,0
U001596,London,mobile,109,2025-10-30,low,35.27,11.25,0
U001597,London,mobile,286,2025-05-06,low,56.42,22.28,0
U001598,London,mobile,271,2025-05-21,high,32.51,8.63,0
U001599,Birmingham,mobile,314,2025-04-08,low,39.69,15.27,0
U001600,London,mobile,78,2025-11-30,low,91.27,23.17,0
U001601,London,mobile,94,2025-11-14,low,38.64,15.37,1
U001602,London,mobile,33,2026-01-14,low,135.9,45.4,0
U001603,Manchester,mobile,266,2025-05-26,medium,70.87,20.74,0
U001604,London,mobile,10,2026-02-06,low,77.25,24.93,1
U001605,Leeds,mobile,227,2025-07-04,low,63.24,16.09,0
U001606,London,desktop,509,2024-09-25,low,112.74,28.73,0
U001607,Liverpool,mobile,553,2024-08-12,low,113.38,25.25,0
U001608,London,desktop,149,2025-09-20,low,88.61,19.74,0
U001609,Bristol,tablet,153,2025-09-16,low,100.55,27.1,0
U001610,Birmingham,mobile,20,2026-01-27,low,65.59,23.12,0
U001611,Edinburgh,mobile,277,2025-05-15,low,99.31,31.94,1
U001612,Bristol,mobile,430,2024-12-13,medium,61.2,13.5,0
U001613,London,desktop,70,2025-12-08,low,73.79,27.34,0
U001614,London,mobile,136,2025-10-03,low,63.37,20.29,0
U001615,Edinburgh,mobile,456,2024-11-17,low,57.31,22.48,0
U001616,Norwich,mobile,524,2024-09-10,low,50.45,16.85,0
U001617,Edinburgh,desktop,69,2025-12-09,low,95.32,22.4,0
U001618,Bristol,desktop,199,2025-08-01,medium,151.54,44.67,0
U001619,Leicester,mobile,53,2025-12-25,low,140.35,46.27,0
U001620,Leeds,mobile,26,2026-01-21,medium,36.93,7.59,0
U001621,London,mobile,605,2024-06-21,low,149.76,30.4,0
U001622,Bristol,mobile,429,2024-12-14,low,61.87,13.97,0
U001623,Birmingham,desktop,356,2025-02-25,low,102.56,25.67,0
U001624,London,mobile,12,2026-02-04,low,44.77,12.8,0
U001625,Edinburgh,mobile,464,2024-11-09,low,79.69,23.71,0
U001626,London,mobile,144,2025-09-25,medium,87.58,19.93,0
U001627,Bristol,desktop,104,2025-11-04,low,32.57,10.9,0
U001628,London,desktop,197,2025-08-03,medium,102.98,32.87,0
U001629,Leeds,mobile,23,2026-01-24,low,154.51,40.0,0
U001630,Liverpool,desktop,353,2025-02-28,low,66.95,13.57,0
U001631,London,mobile,218,2025-07-13,low,155.73,33.56,0
U001632,Edinburgh,mobile,51,2025-12-27,low,66.4,18.48,0
U001633,Liverpool,mobile,52,2025-12-26,high,117.6,27.14,1
U001634,Birmingham,mobile,50,2025-12-28,low,21.75,5.99,1
U001635,London,mobile,14,2026-02-02,low,278.75,90.77,1
U001636,Manchester,desktop,221,2025-07-10,low,167.75,51.91,0
U001637,London,mobile,458,2024-11-15,low,63.02,15.52,1
U001638,Norwich,mobile,4,2026-02-12,low,24.91,6.7,0
U001639,Birmingham,mobile,12,2026-02-04,low,86.35,27.87,0
U001640,Bristol,mobile,212,2025-07-19,low,33.31,12.4,0
U001641,Birmingham,desktop,428,2024-12-15,low,94.13,33.01,0
U001642,Bristol,mobile,98,2025-11-10,low,92.42,28.71,0
U001643,Glasgow,mobile,107,2025-11-01,low,43.91,11.96,0
U001644,London,desktop,226,2025-07-05,low,136.53,37.27,0
U001645,Liverpool,mobile,80,2025-11-28,low,114.79,43.15,1
U001646,London,mobile,6,2026-02-10,low,126.05,26.2,0
U001647,Birmingham,mobile,332,2025-03-21,low,74.06,29.45,0
U001648,Liverpool,mobile,245,2025-06-16,low,33.83,11.26,0
U001649,Edinburgh,tablet,217,2025-07-14,low,126.2,42.43,0
U001650,London,desktop,338,2025-03-15,low,63.52,13.19,0
U001651,London,mobile,281,2025-05-11,low,34.32,11.02,0
U001652,London,desktop,57,2025-12-21,low,155.03,46.04,1
U001653,Manchester,mobile,108,2025-10-31,low,233.85,51.72,0
U001654,London,mobile,33,2026-01-14,low,72.05,18.41,1
U001655,Birmingham,mobile,34,2026-01-13,low,241.66,91.36,0
U001656,Bristol,mobile,281,2025-05-11,low,77.5,24.02,0
U001657,London,mobile,489,2024-10-15,low,59.78,16.9,0
U001658,Manchester,mobile,822,2023-11-17,low,52.1,11.18,0
